,Name,date,test,value
9698,Monica,2020-04-20,test20,0.37
9699,Joey,2020-02-08,test20,0.49
9700,Phoebe,2021-02-05,test20,0.67
9701,Rachel,2020-12-22,test20,0.89
9702,Ross,2020-03-27,test20,0.25
9703,Rachel,2020-05-07,test20,0.03
9704,Monica,2020-12-24,test20,0.78
9705,Phoebe,2020-05-08,test20,0.09
9706,Phoebe,2020-02-21,test20,0.31
9707,Phoebe,2020-11-04,test20,0.31
9708,Phoebe,2020-01-07,test20,0.42
9709,Joey,2021-01-01,test20,0.88
9710,Joey,2021-03-10,test20,0.52
9711,Joey,2021-03-14,test20,0.24
9712,Chandler,2020-11-23,test20,0.98
9713,Joey,2020-02-15,test20,0.06
9714,Joey,2020-11-17,test20,0.34
9715,Phoebe,2021-04-29,test20,0.13
9716,Monica,2020-04-25,test20,0.57
9717,Joey,2020-06-27,test20,0.08
9718,Ross,2020-02-25,test20,0.05
9719,Chandler,2020-11-16,test20,0.67
9720,Ross,2021-02-02,test20,0.28
9721,Phoebe,2020-12-13,test20,0.99
9722,Monica,2020-10-03,test20,0.35
9723,Monica,2020-10-23,test20,0.36
9724,Chandler,2020-05-21,test20,0.84
9725,Monica,2020-06-22,test20,0.3
9726,Chandler,2020-11-24,test20,0.59
9727,Phoebe,2021-02-28,test20,0.65
9728,Joey,2021-01-17,test20,0.76
9729,Joey,2020-06-03,test20,0.02
9730,Rachel,2021-05-12,test20,0.85
9731,Phoebe,2020-04-24,test20,0.13
9732,Joey,2021-03-21,test20,0.92
9733,Monica,2020-12-09,test20,0.75
9734,Chandler,2020-06-28,test20,0.33
9735,Ross,2020-11-07,test20,0.84
9736,Ross,2021-05-03,test20,0.07
9737,Rachel,2021-01-23,test20,0.03
9738,Joey,2020-04-21,test20,1.0
9739,Ross,2020-10-27,test20,0.81
9740,Joey,2020-03-31,test20,0.66
9741,Phoebe,2021-03-25,test20,0.11
9742,Phoebe,2020-01-13,test20,0.13
9743,Monica,2020-09-23,test20,0.06
9744,Rachel,2021-01-30,test20,0.62
9745,Phoebe,2020-06-10,test20,0.54
9746,Rachel,2020-11-08,test20,0.95
9747,Rachel,2021-04-01,test20,0.28
9748,Rachel,2020-06-16,test20,0.09
9749,Rachel,2020-10-04,test20,0.22
9750,Joey,2021-01-09,test20,0.69
9751,Ross,2020-11-01,test20,0.26
9752,Phoebe,2020-08-01,test20,0.4
9753,Chandler,2021-01-27,test20,0.11
9754,Joey,2020-09-30,test20,0.59
9755,Ross,2020-03-12,test20,0.53
9756,Chandler,2020-04-17,test20,0.01
9757,Ross,2020-06-23,test20,0.83
9758,Ross,2020-09-10,test20,0.06
9759,Ross,2020-11-28,test20,0.86
9760,Joey,2020-04-07,test20,0.78
9761,Joey,2021-01-04,test20,0.89
9762,Rachel,2020-10-13,test20,0.82
9763,Chandler,2020-12-05,test20,0.71
9764,Monica,2020-12-03,test20,0.89
9765,Ross,2020-09-19,test20,0.03
9766,Monica,2020-01-29,test20,0.71
9767,Monica,2020-01-12,test20,0.76
9768,Joey,2020-09-22,test20,0.84
9769,Joey,2020-10-26,test20,0.15
9770,Joey,2020-12-15,test20,0.45
9771,Rachel,2020-11-20,test20,0.72
9772,Ross,2020-09-28,test20,0.95
9773,Monica,2020-02-29,test20,0.97
9774,Joey,2021-01-19,test20,0.55
9775,Rachel,2020-02-10,test20,0.33
9776,Rachel,2020-12-02,test20,0.84
9777,Rachel,2020-12-26,test20,0.7
9778,Joey,2021-02-08,test20,0.19
9779,Ross,2021-03-17,test20,0.99
9780,Ross,2020-03-24,test20,0.69
9781,Ross,2021-01-29,test20,0.55
9782,Ross,2020-12-17,test20,0.01
9783,Phoebe,2021-02-22,test20,0.49
9784,Phoebe,2020-09-24,test20,0.29
9785,Joey,2020-04-09,test20,0.1
9786,Rachel,2020-09-02,test20,0.39
9787,Ross,2021-04-30,test20,0.21
9788,Joey,2020-09-18,test20,0.5
9789,Monica,2020-05-25,test20,0.2
9790,Monica,2020-07-21,test20,0.78
9791,Chandler,2020-10-31,test20,0.87
9792,Ross,2021-03-05,test20,0.41
9793,Phoebe,2020-05-01,test20,0.68
9794,Ross,2020-09-16,test20,0.07
9795,Ross,2020-03-21,test20,0.04
9796,Phoebe,2020-09-20,test20,0.78
9797,Rachel,2020-06-21,test20,0.71
9798,Phoebe,2021-01-03,test20,0.81
9799,Rachel,2021-03-15,test20,0.41
9800,Monica,2021-02-01,test20,0.13
9801,Rachel,2020-02-07,test20,0.59
9802,Rachel,2021-04-06,test20,0.6
9803,Phoebe,2021-04-15,test20,0.71
9804,Phoebe,2020-07-24,test20,0.96
9805,Joey,2020-03-18,test20,0.54
9806,Chandler,2021-01-24,test20,0.74
9807,Monica,2020-07-20,test20,0.73
9808,Monica,2020-12-21,test20,0.67
9809,Monica,2021-03-22,test20,0.25
9810,Phoebe,2020-06-06,test20,0.73
9811,Joey,2020-08-10,test20,0.05
9812,Joey,2020-06-26,test20,0.55
9813,Phoebe,2020-03-06,test20,0.83
9814,Phoebe,2020-09-01,test20,0.0
9815,Monica,2020-09-27,test20,0.71
9816,Monica,2021-01-13,test20,0.42
9817,Chandler,2021-04-17,test20,0.43
9818,Phoebe,2020-12-12,test20,1.0
9819,Phoebe,2021-05-02,test20,0.67
9820,Phoebe,2020-03-22,test20,0.69
9821,Chandler,2020-07-17,test20,0.87
9822,Ross,2020-11-26,test20,0.54
9823,Monica,2020-02-13,test20,0.6
9824,Monica,2021-04-19,test20,0.77
9825,Rachel,2021-03-01,test20,0.2
9826,Joey,2020-03-09,test20,0.72
9827,Ross,2020-12-31,test20,0.69
9828,Monica,2021-04-10,test20,0.39
9829,Ross,2021-04-12,test20,0.28
9830,Monica,2020-11-18,test20,0.31
9831,Chandler,2020-10-30,test20,0.14
9832,Joey,2021-02-03,test20,0.01
9833,Joey,2020-05-20,test20,0.11
9834,Monica,2020-09-25,test20,0.16
9835,Monica,2020-05-17,test20,1.0
9836,Rachel,2021-04-03,test20,0.08
9837,Ross,2021-02-27,test20,0.98
9838,Ross,2021-01-08,test20,0.06
9839,Chandler,2020-03-28,test20,0.21
9840,Monica,2021-02-25,test20,0.36
9841,Monica,2020-11-10,test20,0.2
9842,Monica,2020-02-28,test20,0.65
9843,Rachel,2020-09-09,test20,0.73
9844,Chandler,2020-11-27,test20,0.56
9845,Phoebe,2021-02-09,test20,0.42
9846,Chandler,2020-03-15,test20,0.78
9847,Joey,2020-01-14,test20,0.7
9848,Ross,2020-05-09,test20,0.18
9849,Rachel,2020-03-30,test20,0.4
9850,Rachel,2021-01-25,test20,0.64
9851,Joey,2020-02-27,test20,0.06
9852,Phoebe,2020-08-02,test20,0.73
9853,Ross,2020-09-04,test20,0.16
9854,Rachel,2021-05-05,test20,0.0
9855,Phoebe,2020-06-17,test20,0.05
9856,Ross,2020-03-02,test20,0.16
9857,Joey,2021-04-25,test20,0.44
9858,Ross,2020-02-24,test20,0.09
9859,Ross,2020-07-08,test20,0.05
9860,Chandler,2020-06-15,test20,0.12
9861,Phoebe,2020-08-16,test20,0.62
9862,Monica,2021-04-05,test20,0.8
9863,Rachel,2021-05-14,test20,0.44
9864,Monica,2020-07-25,test20,0.56
9865,Rachel,2020-01-01,test20,0.49
9866,Phoebe,2020-06-25,test20,0.99
9867,Rachel,2020-06-11,test20,0.42
9868,Rachel,2021-03-23,test20,0.67
9869,Phoebe,2020-09-14,test20,0.48
9870,Rachel,2020-03-14,test20,0.3
9871,Chandler,2020-09-17,test20,0.16
9872,Rachel,2021-04-22,test20,0.6
9873,Chandler,2020-08-05,test20,0.74
9874,Joey,2021-03-18,test20,0.69
9875,Ross,2021-01-02,test20,0.52
9876,Phoebe,2021-03-24,test20,0.71
9877,Chandler,2020-06-13,test20,0.55
9878,Rachel,2020-05-26,test20,0.77
9879,Chandler,2020-08-31,test20,0.89
9880,Monica,2020-03-13,test20,0.05
9881,Phoebe,2020-03-07,test20,0.55
9882,Rachel,2020-07-01,test20,0.57
9883,Joey,2020-01-16,test20,0.27
9884,Chandler,2020-10-01,test20,0.96
9885,Phoebe,2021-02-24,test20,0.28
9886,Chandler,2020-10-06,test20,0.43
9887,Monica,2020-02-17,test20,0.15
9888,Phoebe,2021-03-29,test20,0.96
9889,Rachel,2020-05-24,test20,0.58
9890,Phoebe,2021-03-09,test20,0.84
9891,Phoebe,2020-07-15,test20,0.16
9892,Phoebe,2020-07-16,test20,0.26
9893,Phoebe,2021-02-16,test20,0.61
9894,Joey,2021-03-20,test20,0.99
9895,Monica,2021-01-11,test20,0.98
9896,Monica,2020-05-19,test20,0.3
9897,Ross,2021-03-31,test20,0.93
9898,Joey,2020-11-09,test20,0.58
9899,Chandler,2020-03-08,test20,0.59
9900,Rachel,2020-10-24,test20,0.53
9901,Joey,2020-02-20,test20,0.81
9902,Chandler,2020-10-20,test20,0.16
9903,Ross,2020-11-13,test20,0.04
9904,Ross,2020-04-13,test20,0.9
9905,Phoebe,2021-03-26,test20,0.76
9906,Rachel,2021-02-17,test20,0.4
9907,Ross,2020-12-29,test20,0.15
9908,Monica,2020-12-10,test20,0.26
9909,Chandler,2020-08-09,test20,0.61
9910,Monica,2020-08-20,test20,0.4
9911,Monica,2020-07-11,test20,0.73
9912,Monica,2020-07-27,test20,0.01
9913,Monica,2021-01-26,test20,0.2
9914,Phoebe,2020-12-07,test20,0.28
9915,Ross,2020-01-18,test20,0.36
9916,Phoebe,2020-11-29,test20,0.78
9917,Ross,2020-03-16,test20,0.45
9918,Phoebe,2020-12-01,test20,0.07
9919,Chandler,2020-06-05,test20,0.68
9920,Rachel,2020-04-01,test20,0.59
9921,Joey,2020-06-30,test20,0.53
9922,Chandler,2020-01-23,test20,0.09
9923,Monica,2020-04-16,test20,0.68
9924,Joey,2021-02-10,test20,0.63
9925,Monica,2020-01-11,test20,0.82
9926,Chandler,2021-04-14,test20,0.39
9927,Joey,2020-08-24,test20,0.39
9928,Phoebe,2020-02-26,test20,0.6
9929,Chandler,2021-03-03,test20,0.04
9930,Chandler,2021-05-01,test20,0.48
9931,Chandler,2020-02-23,test20,0.58
9932,Rachel,2020-06-14,test20,0.61
9933,Joey,2021-01-20,test20,0.49
9934,Rachel,2020-02-04,test20,0.3
9935,Monica,2021-03-19,test20,0.03
9936,Joey,2020-04-22,test20,0.35
9937,Rachel,2020-04-27,test20,0.9
9938,Joey,2021-02-15,test20,0.26
9939,Ross,2020-12-27,test20,0.37
9940,Rachel,2020-04-03,test20,0.88
9941,Phoebe,2020-04-19,test20,0.19
9942,Chandler,2020-05-23,test20,0.05
9943,Joey,2020-10-29,test20,0.12
9944,Joey,2020-10-07,test20,0.34
9945,Rachel,2020-01-06,test20,0.6
9946,Ross,2020-01-21,test20,0.98
9947,Ross,2020-06-18,test20,0.69
9948,Monica,2021-01-18,test20,0.65
9949,Ross,2020-12-08,test20,0.4
9950,Chandler,2020-02-01,test20,0.43
9951,Monica,2020-11-30,test20,0.88
9952,Phoebe,2020-10-02,test20,0.35
9953,Ross,2020-08-23,test20,0.54
9954,Rachel,2020-07-09,test20,0.88
9955,Ross,2021-02-26,test20,0.42
9956,Ross,2020-12-25,test20,0.48
9957,Chandler,2021-05-11,test20,0.96
9958,Monica,2020-01-19,test20,0.29
9959,Joey,2020-01-08,test20,0.99
9960,Chandler,2020-05-04,test20,0.13
9961,Rachel,2020-01-24,test20,0.57
9962,Phoebe,2020-08-06,test20,0.19
9963,Joey,2020-09-15,test20,0.87
9964,Monica,2021-05-10,test20,0.0
9965,Phoebe,2020-09-13,test20,0.73
9966,Joey,2020-12-11,test20,0.95
9967,Joey,2020-03-11,test20,0.75
9968,Monica,2020-05-15,test20,0.31
9969,Phoebe,2020-10-22,test20,0.72
9970,Ross,2020-06-01,test20,0.83
9971,Chandler,2020-09-21,test20,1.0
9972,Ross,2020-05-10,test20,0.53
9973,Joey,2020-03-05,test20,0.21
9974,Ross,2020-05-02,test20,0.42
9975,Ross,2020-10-15,test20,0.56
9976,Ross,2020-11-12,test20,0.35
9977,Rachel,2020-07-05,test20,0.05
9978,Rachel,2020-05-28,test20,0.94
9979,Chandler,2020-08-12,test20,1.0
9980,Chandler,2020-04-26,test20,0.71
9981,Rachel,2021-02-18,test20,0.13
9982,Chandler,2020-03-23,test20,0.29
9983,Rachel,2020-05-18,test20,0.5
9984,Joey,2020-02-19,test20,0.47
9985,Rachel,2021-04-20,test20,0.95
9986,Monica,2020-07-06,test20,0.35
9987,Monica,2020-05-31,test20,0.76
9988,Monica,2020-12-16,test20,0.7
9989,Monica,2020-01-22,test20,0.66
9990,Joey,2020-11-22,test20,0.92
9991,Joey,2021-04-18,test20,0.73
9992,Chandler,2021-04-08,test20,0.92
9993,Joey,2021-03-06,test20,0.42
9994,Monica,2020-08-15,test20,0.03
9995,Monica,2020-04-08,test20,0.3
9996,Joey,2020-12-30,test20,0.79
9997,Joey,2021-04-16,test20,0.44
9998,Chandler,2020-08-25,test20,0.81
9999,Rachel,2021-05-07,test20,0.04
10000,Joey,2020-05-29,test21,0.68
10001,Chandler,2021-04-07,test21,0.48
10002,Rachel,2021-05-06,test21,0.47
10003,Joey,2020-10-10,test21,0.96
10004,Ross,2020-08-27,test21,0.37
10005,Rachel,2020-01-04,test21,0.49
10006,Phoebe,2020-10-18,test21,0.67
10007,Rachel,2020-07-07,test21,0.05
10008,Chandler,2020-12-06,test21,0.61
10009,Phoebe,2021-01-06,test21,0.14
10010,Monica,2020-08-13,test21,0.22
10011,Chandler,2020-09-06,test21,0.03
10012,Chandler,2020-05-11,test21,0.65
10013,Joey,2020-06-07,test21,0.28
10014,Phoebe,2021-04-09,test21,0.88
10015,Monica,2020-06-08,test21,0.76
10016,Monica,2020-10-17,test21,0.61
10017,Monica,2021-04-26,test21,0.54
10018,Joey,2020-05-16,test21,0.13
10019,Ross,2020-12-19,test21,0.83
10020,Monica,2020-07-19,test21,0.42
10021,Ross,2020-09-07,test21,0.0
10022,Ross,2020-01-02,test21,0.93
10023,Phoebe,2021-01-31,test21,0.93
10024,Joey,2020-11-11,test21,0.87
10025,Chandler,2020-08-29,test21,0.64
10026,Monica,2020-03-29,test21,0.69
10027,Monica,2021-03-02,test21,0.03
10028,Ross,2020-02-18,test21,0.79
10029,Ross,2020-06-04,test21,0.95
10030,Chandler,2021-01-10,test21,0.51
10031,Phoebe,2021-02-07,test21,0.82
10032,Ross,2020-02-02,test21,0.56
10033,Phoebe,2020-03-01,test21,0.87
10034,Joey,2020-11-19,test21,0.05
10035,Chandler,2020-03-20,test21,0.26
10036,Joey,2021-05-08,test21,0.48
10037,Joey,2020-09-26,test21,0.82
10038,Phoebe,2020-04-02,test21,0.54
10039,Joey,2021-02-06,test21,0.1
10040,Phoebe,2020-09-29,test21,0.29
10041,Ross,2020-02-16,test21,0.39
10042,Chandler,2020-01-17,test21,0.05
10043,Rachel,2020-10-08,test21,0.38
10044,Rachel,2020-10-11,test21,0.41
10045,Chandler,2021-03-27,test21,0.39
10046,Rachel,2020-12-14,test21,0.26
10047,Rachel,2020-01-05,test21,0.72
10048,Monica,2020-04-12,test21,0.99
10049,Joey,2020-03-03,test21,0.5
10050,Monica,2020-09-11,test21,0.52
10051,Rachel,2021-02-21,test21,0.58
10052,Chandler,2020-01-09,test21,0.45
10053,Phoebe,2020-05-05,test21,0.9
10054,Chandler,2020-05-06,test21,0.33
10055,Phoebe,2020-03-26,test21,0.71
10056,Rachel,2021-03-04,test21,0.45
10057,Rachel,2020-07-13,test21,0.34
10058,Rachel,2020-02-22,test21,0.19
10059,Chandler,2021-03-28,test21,0.25
10060,Chandler,2020-01-31,test21,0.17
10061,Ross,2021-04-04,test21,0.64
10062,Rachel,2020-08-21,test21,0.94
10063,Monica,2020-11-25,test21,0.56
10064,Chandler,2020-03-17,test21,0.45
10065,Phoebe,2020-03-19,test21,0.69
10066,Monica,2020-04-10,test21,1.0
10067,Joey,2020-02-12,test21,0.3
10068,Chandler,2020-10-16,test21,0.12
10069,Chandler,2020-11-21,test21,0.38
10070,Joey,2021-02-13,test21,0.97
10071,Joey,2020-08-30,test21,0.51
10072,Chandler,2020-07-04,test21,0.12
10073,Phoebe,2020-05-13,test21,0.19
10074,Phoebe,2021-01-05,test21,0.54
10075,Rachel,2020-04-28,test21,0.27
10076,Joey,2020-02-03,test21,0.04
10077,Phoebe,2020-10-21,test21,0.25
10078,Ross,2020-07-03,test21,0.23
10079,Chandler,2020-11-14,test21,0.44
10080,Joey,2020-06-09,test21,0.28
10081,Monica,2020-08-22,test21,0.49
10082,Ross,2020-04-05,test21,0.28
10083,Chandler,2020-04-14,test21,0.09
10084,Rachel,2020-04-23,test21,0.76
10085,Rachel,2021-04-02,test21,0.81
10086,Phoebe,2020-07-12,test21,0.55
10087,Phoebe,2020-06-12,test21,0.54
10088,Rachel,2021-04-13,test21,0.74
10089,Ross,2021-02-20,test21,0.4
10090,Phoebe,2020-09-03,test21,0.39
10091,Joey,2020-11-06,test21,0.12
10092,Ross,2020-09-12,test21,0.16
10093,Chandler,2021-01-14,test21,0.0
10094,Rachel,2020-04-15,test21,0.23
10095,Phoebe,2021-03-30,test21,0.13
10096,Chandler,2020-08-18,test21,0.17
10097,Chandler,2020-10-09,test21,0.45
10098,Phoebe,2020-08-08,test21,0.53
10099,Ross,2021-01-12,test21,0.74
10100,Phoebe,2020-10-05,test21,0.64
10101,Monica,2020-06-29,test21,0.05
10102,Phoebe,2020-05-27,test21,0.14
10103,Chandler,2020-07-10,test21,0.33
10104,Ross,2020-01-10,test21,0.74
10105,Ross,2021-05-04,test21,0.5
10106,Rachel,2021-04-23,test21,0.83
10107,Phoebe,2021-01-07,test21,0.26
10108,Joey,2020-02-14,test21,0.05
10109,Chandler,2020-12-04,test21,0.77
10110,Monica,2020-02-09,test21,0.03
10111,Rachel,2020-10-12,test21,0.01
10112,Joey,2020-08-17,test21,0.82
10113,Chandler,2020-08-28,test21,0.86
10114,Joey,2021-05-13,test21,0.48
10115,Chandler,2020-10-25,test21,0.75
10116,Phoebe,2021-02-11,test21,0.36
10117,Chandler,2020-11-05,test21,0.64
10118,Chandler,2020-07-28,test21,0.86
10119,Rachel,2020-03-25,test21,0.47
10120,Phoebe,2021-01-15,test21,0.16
10121,Phoebe,2020-06-02,test21,0.32
10122,Chandler,2021-01-28,test21,0.71
10123,Ross,2021-04-28,test21,0.53
10124,Chandler,2020-02-06,test21,0.09
10125,Phoebe,2020-08-03,test21,0.0
10126,Chandler,2020-07-23,test21,0.85
10127,Rachel,2020-01-20,test21,0.27
10128,Monica,2021-02-12,test21,0.88
10129,Monica,2020-05-12,test21,0.9
10130,Ross,2021-03-07,test21,0.69
10131,Phoebe,2020-08-07,test21,0.63
10132,Phoebe,2020-07-14,test21,0.88
10133,Rachel,2020-01-26,test21,0.35
10134,Joey,2020-09-08,test21,1.0
10135,Rachel,2020-08-14,test21,0.01
10136,Rachel,2020-06-19,test21,0.47
10137,Ross,2020-12-20,test21,0.15
10138,Monica,2020-05-14,test21,0.91
10139,Chandler,2020-06-20,test21,0.5
10140,Rachel,2020-05-03,test21,0.54
10141,Monica,2020-08-19,test21,0.22
10142,Rachel,2020-03-10,test21,0.7
10143,Monica,2021-04-21,test21,0.36
10144,Monica,2020-07-31,test21,0.01
10145,Chandler,2020-07-29,test21,0.39
10146,Joey,2020-12-28,test21,0.7
10147,Phoebe,2020-08-26,test21,0.7
10148,Chandler,2020-01-30,test21,0.97
10149,Rachel,2020-02-11,test21,0.99
10150,Ross,2021-05-09,test21,0.93
10151,Monica,2020-12-18,test21,0.6
10152,Ross,2020-01-25,test21,0.86
10153,Ross,2020-12-23,test21,0.4
10154,Rachel,2020-11-02,test21,0.48
10155,Joey,2020-08-04,test21,0.27
10156,Ross,2021-01-16,test21,0.81
10157,Ross,2021-03-12,test21,0.42
10158,Ross,2020-02-05,test21,0.35
10159,Chandler,2020-11-15,test21,0.66
10160,Joey,2021-03-08,test21,0.3
10161,Monica,2020-01-28,test21,0.24
10162,Ross,2021-03-13,test21,0.23
10163,Rachel,2021-03-16,test21,0.66
10164,Ross,2021-03-11,test21,0.14
10165,Ross,2020-09-05,test21,0.65
10166,Ross,2020-07-26,test21,0.56
10167,Ross,2020-04-30,test21,0.98
10168,Phoebe,2020-04-11,test21,0.86
10169,Monica,2020-05-22,test21,0.29
10170,Chandler,2020-08-11,test21,0.75
10171,Chandler,2020-01-27,test21,0.88
10172,Monica,2020-03-04,test21,0.1
10173,Chandler,2021-02-14,test21,0.26
10174,Phoebe,2021-04-27,test21,0.83
10175,Joey,2020-04-18,test21,0.21
10176,Rachel,2020-04-06,test21,0.81
10177,Phoebe,2020-04-04,test21,0.06
10178,Chandler,2021-04-11,test21,0.45
10179,Monica,2020-10-28,test21,0.82
10180,Joey,2020-11-03,test21,0.08
10181,Monica,2021-02-04,test21,0.01
10182,Rachel,2020-07-30,test21,0.28
10183,Chandler,2021-01-22,test21,0.78
10184,Joey,2020-01-15,test21,0.58
10185,Chandler,2020-07-18,test21,0.35
10186,Ross,2020-07-22,test21,0.33
10187,Monica,2021-02-23,test21,0.95
10188,Rachel,2020-10-19,test21,0.55
10189,Joey,2020-07-02,test21,0.43
10190,Phoebe,2020-05-30,test21,0.24
10191,Monica,2020-10-14,test21,0.46
10192,Chandler,2020-01-03,test21,0.37
10193,Ross,2020-06-24,test21,0.52
10194,Ross,2021-02-19,test21,1.0
10195,Joey,2020-04-29,test21,0.0
10196,Monica,2021-04-24,test21,0.75
10197,Rachel,2021-01-21,test21,0.45
10198,Monica,2020-04-20,test21,0.12
10199,Joey,2020-02-08,test21,0.64
10200,Phoebe,2021-02-05,test21,0.43
10201,Rachel,2020-12-22,test21,0.74
10202,Ross,2020-03-27,test21,0.77
10203,Rachel,2020-05-07,test21,0.88
10204,Monica,2020-12-24,test21,0.03
10205,Phoebe,2020-05-08,test21,0.94
10206,Phoebe,2020-02-21,test21,0.42
10207,Phoebe,2020-11-04,test21,0.01
10208,Phoebe,2020-01-07,test21,0.05
10209,Joey,2021-01-01,test21,0.26
10210,Joey,2021-03-10,test21,0.73
10211,Joey,2021-03-14,test21,0.27
10212,Chandler,2020-11-23,test21,0.92
10213,Joey,2020-02-15,test21,0.91
10214,Joey,2020-11-17,test21,0.05
10215,Phoebe,2021-04-29,test21,0.13
10216,Monica,2020-04-25,test21,0.89
10217,Joey,2020-06-27,test21,0.24
10218,Ross,2020-02-25,test21,0.41
10219,Chandler,2020-11-16,test21,0.37
10220,Ross,2021-02-02,test21,0.17
10221,Phoebe,2020-12-13,test21,0.92
10222,Monica,2020-10-03,test21,0.33
10223,Monica,2020-10-23,test21,0.47
10224,Chandler,2020-05-21,test21,0.47
10225,Monica,2020-06-22,test21,0.0
10226,Chandler,2020-11-24,test21,0.83
10227,Phoebe,2021-02-28,test21,0.35
10228,Joey,2021-01-17,test21,0.27
10229,Joey,2020-06-03,test21,0.13
10230,Rachel,2021-05-12,test21,0.56
10231,Phoebe,2020-04-24,test21,0.56
10232,Joey,2021-03-21,test21,0.82
10233,Monica,2020-12-09,test21,0.85
10234,Chandler,2020-06-28,test21,0.19
10235,Ross,2020-11-07,test21,0.57
10236,Ross,2021-05-03,test21,0.34
10237,Rachel,2021-01-23,test21,0.94
10238,Joey,2020-04-21,test21,0.73
10239,Ross,2020-10-27,test21,0.15
10240,Joey,2020-03-31,test21,0.09
10241,Phoebe,2021-03-25,test21,0.61
10242,Phoebe,2020-01-13,test21,0.58
10243,Monica,2020-09-23,test21,0.68
10244,Rachel,2021-01-30,test21,0.41
10245,Phoebe,2020-06-10,test21,0.46
10246,Rachel,2020-11-08,test21,0.93
10247,Rachel,2021-04-01,test21,0.35
10248,Rachel,2020-06-16,test21,0.93
10249,Rachel,2020-10-04,test21,0.15
10250,Joey,2021-01-09,test21,0.58
10251,Ross,2020-11-01,test21,0.61
10252,Phoebe,2020-08-01,test21,0.7
10253,Chandler,2021-01-27,test21,0.72
10254,Joey,2020-09-30,test21,0.54
10255,Ross,2020-03-12,test21,0.42
10256,Chandler,2020-04-17,test21,0.87
10257,Ross,2020-06-23,test21,0.16
10258,Ross,2020-09-10,test21,0.53
10259,Ross,2020-11-28,test21,0.81
10260,Joey,2020-04-07,test21,0.2
10261,Joey,2021-01-04,test21,0.56
10262,Rachel,2020-10-13,test21,0.99
10263,Chandler,2020-12-05,test21,0.0
10264,Monica,2020-12-03,test21,0.31
10265,Ross,2020-09-19,test21,0.05
10266,Monica,2020-01-29,test21,0.77
10267,Monica,2020-01-12,test21,0.27
10268,Joey,2020-09-22,test21,0.7
10269,Joey,2020-10-26,test21,0.06
10270,Joey,2020-12-15,test21,0.72
10271,Rachel,2020-11-20,test21,0.77
10272,Ross,2020-09-28,test21,0.93
10273,Monica,2020-02-29,test21,0.44
10274,Joey,2021-01-19,test21,0.27
10275,Rachel,2020-02-10,test21,0.63
10276,Rachel,2020-12-02,test21,0.12
10277,Rachel,2020-12-26,test21,0.63
10278,Joey,2021-02-08,test21,0.66
10279,Ross,2021-03-17,test21,0.01
10280,Ross,2020-03-24,test21,1.0
10281,Ross,2021-01-29,test21,0.76
10282,Ross,2020-12-17,test21,0.14
10283,Phoebe,2021-02-22,test21,0.43
10284,Phoebe,2020-09-24,test21,0.65
10285,Joey,2020-04-09,test21,0.97
10286,Rachel,2020-09-02,test21,0.0
10287,Ross,2021-04-30,test21,0.9
10288,Joey,2020-09-18,test21,0.96
10289,Monica,2020-05-25,test21,0.48
10290,Monica,2020-07-21,test21,0.89
10291,Chandler,2020-10-31,test21,0.5
10292,Ross,2021-03-05,test21,0.5
10293,Phoebe,2020-05-01,test21,0.01
10294,Ross,2020-09-16,test21,0.71
10295,Ross,2020-03-21,test21,0.78
10296,Phoebe,2020-09-20,test21,0.16
10297,Rachel,2020-06-21,test21,0.26
10298,Phoebe,2021-01-03,test21,0.77
10299,Rachel,2021-03-15,test21,0.04
10300,Monica,2021-02-01,test21,0.04
10301,Rachel,2020-02-07,test21,0.27
10302,Rachel,2021-04-06,test21,0.81
10303,Phoebe,2021-04-15,test21,0.03
10304,Phoebe,2020-07-24,test21,0.75
10305,Joey,2020-03-18,test21,0.52
10306,Chandler,2021-01-24,test21,0.25
10307,Monica,2020-07-20,test21,0.55
10308,Monica,2020-12-21,test21,0.07
10309,Monica,2021-03-22,test21,0.15
10310,Phoebe,2020-06-06,test21,0.44
10311,Joey,2020-08-10,test21,0.87
10312,Joey,2020-06-26,test21,0.49
10313,Phoebe,2020-03-06,test21,0.95
10314,Phoebe,2020-09-01,test21,0.68
10315,Monica,2020-09-27,test21,0.77
10316,Monica,2021-01-13,test21,0.15
10317,Chandler,2021-04-17,test21,0.44
10318,Phoebe,2020-12-12,test21,0.37
10319,Phoebe,2021-05-02,test21,0.65
10320,Phoebe,2020-03-22,test21,0.21
10321,Chandler,2020-07-17,test21,0.19
10322,Ross,2020-11-26,test21,0.38
10323,Monica,2020-02-13,test21,0.06
10324,Monica,2021-04-19,test21,0.73
10325,Rachel,2021-03-01,test21,0.24
10326,Joey,2020-03-09,test21,0.93
10327,Ross,2020-12-31,test21,0.17
10328,Monica,2021-04-10,test21,0.44
10329,Ross,2021-04-12,test21,0.98
10330,Monica,2020-11-18,test21,0.47
10331,Chandler,2020-10-30,test21,0.13
10332,Joey,2021-02-03,test21,0.81
10333,Joey,2020-05-20,test21,0.73
10334,Monica,2020-09-25,test21,0.18
10335,Monica,2020-05-17,test21,0.96
10336,Rachel,2021-04-03,test21,0.01
10337,Ross,2021-02-27,test21,0.03
10338,Ross,2021-01-08,test21,0.14
10339,Chandler,2020-03-28,test21,0.83
10340,Monica,2021-02-25,test21,0.08
10341,Monica,2020-11-10,test21,0.64
10342,Monica,2020-02-28,test21,0.63
10343,Rachel,2020-09-09,test21,0.21
